Year,City,Event
1972,Munich,BoxingLightWelterweight
2000,Sydney,Swimming200metresBackstroke
1968,Grenoble,AlpineSkiingDownhill
1968,Grenoble,AlpineSkiingGiantSlalom
1936,Berlin,EquestrianismThreeDayEventIndividual
1936,Berlin,EquestrianismThreeDayEventTeam
1976,Montreal,WrestlingLightFlyweightGrecoRoman
1996,Atlanta,FencingFoilIndividual
1996,Atlanta,AthleticsDiscusThrow
1972,Munich,AthleticsPentathlon
2014,Sochi,CrossCountrySkiingSprint
1936,Berlin,SailingMixedOnePersonDinghy
1988,Calgary,CrossCountrySkiing4x5kilometresRelay
2002,Salt Lake City,CrossCountrySkiingSprint
2010,Vancouver,CrossCountrySkiing15kilometres
2010,Vancouver,CrossCountrySkiing50kilometres
2010,Vancouver,CrossCountrySkiing30kmSkiathlon
2010,Vancouver,CrossCountrySkiing4x10kilometresRelay
2014,Sochi,CrossCountrySkiing30kmSkiathlon
2014,Sochi,CrossCountrySkiing4x10kilometresRelay
2010,Vancouver,SpeedSkating1000metres
2014,Sochi,SpeedSkating1000metres
2014,Sochi,SpeedSkating1500metres
2010,Vancouver,LugeMixedsDoubles
1988,Calgary,BobsleighFour
2010,Vancouver,CurlingCurling
1920,Antwerpen,AthleticsJavelinThrow
2008,Beijing,GymnasticsHorizontalBar
1964,Tokyo,EquestrianismMixedThreeDayEventIndividual
1964,Tokyo,EquestrianismMixedThreeDayEventTeam
1948,London,WrestlingWelterweightFreestyle
1932,Los Angeles,ModernPentathlonIndividual
1928,Amsterdam,WrestlingFeatherweightFreestyle
1976,Montreal,HandballHandball
1936,Berlin,Swimming400metresFreestyle
1936,Berlin,Swimming1500metresFreestyle
1948,London,RowingDoubleSculls
2000,Sydney,ShootingRunningTarget10metres
2004,Athina,TennisDoubles
2008,Beijing,TennisDoubles
2012,London,TaekwondoWelterweight
1956,Cortina d'Ampezzo,CrossCountrySkiing4x10kilometresRelay
1960,Squaw Valley,CrossCountrySkiing50kilometres
1900,Paris,WaterPoloWaterPolo
2016,Rio de Janeiro,Swimming100metresButterfly
1992,Barcelona,CanoeingKayakSingles500metres
1992,Barcelona,CanoeingKayakSingles1000metres
1964,Tokyo,Athletics400metresHurdles
2000,Sydney,TriathlonOlympicDistance
1976,Montreal,Athletics100metresHurdles
1980,Moskva,Athletics100metresHurdles
1998,Nagano,FigureSkatingMixedIceDancing
2002,Salt Lake City,FigureSkatingMixedIceDancing
1988,Seoul,RowingCoxedFours
1984,Los Angeles,SailingMixedTwoPersonKeelboat
1988,Seoul,SailingMixedTwoPersonKeelboat
1924,Paris,EquestrianismDressageIndividual
1928,Amsterdam,EquestrianismThreeDayEventIndividual
1928,Amsterdam,EquestrianismThreeDayEventTeam
1972,Munich,Swimming200metresBreaststroke
1976,Montreal,Swimming100metresBreaststroke
1976,Montreal,Swimming200metresBreaststroke
1964,Innsbruck,AlpineSkiingSlalom
1968,Grenoble,AlpineSkiingDownhill
1908,London,SailingMixed8metres
1964,Tokyo,AthleticsPoleVault
1972,Munich,BoxingWelterweight
2016,Rio de Janeiro,CyclingTeamPursuit
1992,Barcelona,HockeyHockey
1928,Amsterdam,BoxingWelterweight
2006,Torino,BobsleighTwo
1988,Calgary,FigureSkatingMixedIceDancing
1984,Los Angeles,AthleticsHighJump
1896,Athina,Swimming100metresFreestyle
1920,Antwerpen,Swimming400metresFreestyle
1920,Antwerpen,Swimming1500metresFreestyle
1924,Paris,Swimming400metresFreestyle
1924,Paris,Swimming1500metresFreestyle
1924,Paris,Swimming4x200metresFreestyleRelay
1980,Moskva,AthleticsHighJump
1932,Los Angeles,Athletics100metres
1932,Los Angeles,Athletics4x100metresRelay
1996,Atlanta,JudoHeavyweight
2000,Sydney,JudoHalfHeavyweight
1920,Antwerpen,RowingDoubleSculls
1964,Tokyo,AthleticsLongJump
1936,Berlin,ArtCompetitionsMixedPaintingPaintings
2016,Rio de Janeiro,FencingepeeTeam
1964,Tokyo,DivingSpringboard
1968,Mexico City,DivingSpringboard
2016,Rio de Janeiro,CanoeingKayakSingles1000metres
2016,Rio de Janeiro,CanoeingKayakFours1000metres
1996,Atlanta,CanoeingKayakDoubles500metres
2016,Rio de Janeiro,WrestlingFeatherweightFreestyle
2002,Salt Lake City,SpeedSkating3000metres
2002,Salt Lake City,SpeedSkating5000metres
2006,Torino,SpeedSkating3000metres
2006,Torino,SpeedSkating5000metres
2010,Vancouver,SpeedSkating3000metres
2010,Vancouver,SpeedSkating5000metres
2010,Vancouver,SpeedSkatingTeamPursuit6laps
1968,Mexico City,FencingFoilIndividual
1920,Antwerpen,Athletics3000metresWalk
1920,Antwerpen,Athletics10kilometresWalk
1932,Los Angeles,FencingSabreTeam
1996,Atlanta,ShootingRapidFirePistol25metres
1928,Sankt Moritz,BobsleighFourFive
2006,Torino,SkeletonSkeleton
1912,Stockholm,Athletics800metres
1964,Tokyo,AthleticsJavelinThrow
1968,Mexico City,AthleticsJavelinThrow
1976,Montreal,WeightliftingLightHeavyweight
1896,Athina,ShootingFreeRifleThreePositions300metres
1932,Los Angeles,ArtCompetitionsMixedSculpturingUnknownEvent
1952,Helsinki,Athletics4x100metresRelay
2006,Torino,SnowboardingBoardercross
2010,Vancouver,SnowboardingBoardercross
2014,Sochi,SnowboardingBoardercross
2008,Beijing,WeightliftingMiddleweight
1928,Amsterdam,RowingCoxedPairs
1972,Munich,ShootingMixedRunningTarget50metres
1976,Montreal,ShootingMixedRunningTarget50metres
2008,Beijing,JudoHalfMiddleweight
2012,London,JudoMiddleweight
1984,Los Angeles,SynchronizedSwimmingDuet
2012,London,AthleticsDiscusThrow
1920,Antwerpen,AthleticsShotPut
1952,Helsinki,EquestrianismJumpingIndividual
1952,Helsinki,EquestrianismJumpingTeam
2014,Sochi,SkeletonSkeleton
1996,Atlanta,ShootingAirRifle10metres
1996,Atlanta,ShootingSmallBoreRifleThreePositions50metres
2016,Rio de Janeiro,CanoeingCanadianDoublesSlalom
2008,Beijing,WaterPoloWaterPolo
1956,Melbourne,ShootingFreeRifleThreePositions300metres
1956,Melbourne,ShootingSmallBoreRifleThreePositions50metres
1956,Melbourne,ShootingSmallBoreRifleProne50metres
1920,Antwerpen,FencingepeeIndividual
1928,Amsterdam,GymnasticsIndividualAllAround
1928,Amsterdam,GymnasticsTeamAllAround
1928,Amsterdam,GymnasticsHorseVault
1928,Amsterdam,GymnasticsParallelBars
1928,Amsterdam,GymnasticsHorizontalBar
1928,Amsterdam,GymnasticsRings
1928,Amsterdam,GymnasticsPommelledHorse
2014,Sochi,LugeMixedsDoubles
2014,Sochi,LugeMixedTeamRelay
2000,Sydney,AthleticsDiscusThrow
1964,Tokyo,CanoeingKayakDoubles500metres
1968,Mexico City,CanoeingKayakDoubles500metres
1972,Munich,CanoeingKayakDoubles500metres
1948,London,WrestlingHeavyweightFreestyle
1952,Helsinki,WrestlingHeavyweightFreestyle
1956,Melbourne,WrestlingHeavyweightGrecoRoman
1960,Roma,WrestlingMiddleweightFreestyle
1992,Barcelona,BadmintonDoubles
1998,Nagano,CrossCountrySkiing15kilometres
1908,London,GymnasticsIndividualAllAround
1928,Amsterdam,Swimming400metresFreestyle
1928,Amsterdam,Swimming1500metresFreestyle
2012,London,CyclingIndividualTimeTrial
2008,Beijing,RowingDoubleSculls
2012,London,RowingDoubleSculls
1992,Barcelona,BadmintonSingles
1996,Atlanta,BadmintonDoubles
1924,Paris,Athletics1500metres
1964,Innsbruck,SpeedSkating10000metres
1968,Grenoble,SpeedSkating1500metres
2010,Vancouver,CrossCountrySkiing10kilometres
2010,Vancouver,CrossCountrySkiing15kmSkiathlon
2010,Vancouver,CrossCountrySkiing4x5kilometresRelay
2010,Vancouver,CrossCountrySkiingTeamSprint
2014,Sochi,CrossCountrySkiing4x5kilometresRelay
1920,Antwerpen,WrestlingLightweightFreestyle
1924,Paris,WrestlingFeatherweightGrecoRoman
2012,London,Athletics400metresHurdles
1994,Lillehammer,SpeedSkating5000metres
1994,Lillehammer,SpeedSkating10000metres
1968,Mexico City,WrestlingHeavyweightFreestyle
1972,Munich,WrestlingHeavyweightFreestyle
2004,Athina,TaekwondoFlyweight
1952,Helsinki,RowingCoxedPairs
2004,Athina,FencingFoilIndividual
2004,Athina,FencingFoilTeam
1968,Mexico City,AthleticsDecathlon
1992,Barcelona,BoxingSuperHeavyweight
2016,Rio de Janeiro,CanoeingKayakDoubles500metres
1972,Sapporo,AlpineSkiingDownhill
1972,Sapporo,SkiJumpingNormalHillIndividual
2016,Rio de Janeiro,FencingSabreIndividual
1994,Lillehammer,CrossCountrySkiing5kilometres
1994,Lillehammer,CrossCountrySkiing510kilometresPursuit
1952,Oslo,SpeedSkating500metres
1972,Munich,Swimming200metresButterfly
1960,Roma,WrestlingMiddleweightGrecoRoman
2010,Vancouver,SnowboardingHalfpipe
2014,Sochi,SnowboardingHalfpipe
1976,Montreal,BasketballBasketball
1988,Seoul,Athletics1500metres
1988,Seoul,Athletics3000metres
1992,Barcelona,BoxingLightHeavyweight
1996,Atlanta,VolleyballVolleyball
1988,Calgary,SpeedSkating5000metres
1988,Calgary,SpeedSkating10000metres
1988,Seoul,AthleticsDecathlon
1956,Melbourne,Athletics400metresHurdles
1906,Athina,FencingSabreIndividual
1906,Athina,FencingSabreIndividualThreeHits
1906,Athina,FencingSabreTeam
1992,Albertville,NordicCombinedTeam
1948,London,CanoeingKayakSingles500metres
1928,Amsterdam,BoxingFlyweight
1948,London,AthleticsJavelinThrow
1988,Seoul,AthleticsDiscusThrow
1968,Mexico City,RowingDoubleSculls
1936,Berlin,EquestrianismJumpingIndividual
1936,Berlin,EquestrianismJumpingTeam
1980,Lake Placid,LugeMixedsDoubles
1984,Sarajevo,LugeSingles
1984,Sarajevo,LugeMixedsDoubles
1992,Albertville,LugeSingles
1992,Albertville,LugeMixedsDoubles
1994,Lillehammer,LugeMixedsDoubles
2000,Sydney,CanoeingKayakSingles500metres
2000,Sydney,CanoeingKayakSingles1000metres
1976,Montreal,FencingSabreIndividual
1906,Athina,CyclingSprint
1972,Munich,WrestlingLightweightGrecoRoman
1960,Roma,FencingFoilIndividual
1996,Atlanta,RowingCoxedEights
1992,Barcelona,TennisSingles
1996,Atlanta,TennisSingles
1996,Atlanta,TennisDoubles
2000,Sydney,TennisSingles
1912,Stockholm,DivingSpringboard
1928,Amsterdam,WrestlingLightHeavyweightGrecoRoman
1976,Innsbruck,SpeedSkating1000metres
1976,Innsbruck,SpeedSkating1500metres
1976,Innsbruck,SpeedSkating3000metres
1912,Stockholm,Athletics4x100metresRelay
1928,Amsterdam,WrestlingWelterweightFreestyle
1908,London,ArcheryDoubleNationalRound
2016,Rio de Janeiro,JudoHalfHeavyweight
1952,Helsinki,Athletics3000metresSteeplechase
1924,Paris,CyclingTeamPursuit4000metres
1968,Mexico City,Swimming100metresButterfly
1968,Mexico City,Swimming200metresIndividualMedley
1968,Mexico City,Swimming4x100metresMedleyRelay
2004,Athina,SailingMixedOnePersonDinghy
1972,Munich,BoxingLightMiddleweight
1956,Melbourne,Swimming100metresFreestyle
1956,Melbourne,Swimming4x200metresFreestyleRelay
2008,Beijing,Swimming1500metresFreestyle
1988,Seoul,Swimming100metresBreaststroke
1988,Seoul,Swimming200metresBreaststroke
1988,Seoul,Swimming200metresIndividualMedley
1988,Seoul,Swimming400metresIndividualMedley
1992,Barcelona,JudoHalfMiddleweight
2000,Sydney,TableTennisDoubles
1972,Munich,BoxingLightFlyweight
2000,Sydney,JudoHalfMiddleweight
2016,Rio de Janeiro,Athletics50kilometresWalk
1972,Sapporo,LugeSingles
1972,Sapporo,LugeMixedsDoubles
1968,Mexico City,RowingCoxedEights
1996,Atlanta,FencingepeeIndividual
1996,Atlanta,FencingepeeTeam
2000,Sydney,FencingFoilIndividual
1984,Los Angeles,ModernPentathlonIndividual
1984,Los Angeles,ModernPentathlonTeam
1960,Roma,EquestrianismMixedJumpingTeam
1968,Mexico City,EquestrianismMixedJumpingTeam
1976,Montreal,VolleyballVolleyball
2000,Sydney,CanoeingKayakFours500metres
1996,Atlanta,AthleticsJavelinThrow
1956,Melbourne,Swimming400metresFreestyle
2000,Sydney,WeightliftingMiddleweight
1996,Atlanta,BoxingMiddleweight
2008,Beijing,CyclingTeamPursuit4000metres
2012,London,CyclingTeamPursuit4000metres
2012,London,CyclingOmnium
1964,Tokyo,Swimming400metresFreestyle
1964,Tokyo,Swimming1500metresFreestyle
1992,Barcelona,Swimming200metresButterfly
1972,Munich,Swimming100metresBackstroke
1972,Munich,Swimming200metresBackstroke
1976,Montreal,Swimming100metresButterfly
1924,Paris,RugbyRugby
1972,Munich,WrestlingLightFlyweightFreestyle
2000,Sydney,Swimming1500metresFreestyle
1932,Los Angeles,Swimming4x100metresFreestyleRelay
2012,London,BoxingLightweight
1928,Amsterdam,WrestlingFeatherweightGrecoRoman
1988,Seoul,Swimming100metresFreestyle
2012,London,Athletics20kilometresWalk
2016,Rio de Janeiro,Athletics20kilometresWalk
1984,Los Angeles,RowingCoxlessPairs
1988,Seoul,RowingCoxlessPairs
1952,Helsinki,CyclingTandemSprint2000metres
1964,Innsbruck,CrossCountrySkiing4x10kilometresRelay
1988,Seoul,DivingPlatform
1968,Grenoble,LugeSingles
1976,Innsbruck,LugeSingles
1976,Innsbruck,LugeMixedsDoubles
1988,Seoul,BasketballBasketball
1956,Melbourne,WrestlingMiddleweightFreestyle
1900,Paris,EquestrianismMixedHacksAndHunterCombined
1960,Roma,AthleticsHighJump
2000,Sydney,BadmintonMixedDoubles
2000,Sydney,BadmintonDoubles
2002,Salt Lake City,FigureSkatingMixedPairs
1980,Lake Placid,AlpineSkiingDownhill
1908,London,AthleticsPoleVault
1984,Los Angeles,FencingSabreTeam
2008,Beijing,BoxingFeatherweight
2016,Rio de Janeiro,BoxingWelterweight
1936,Berlin,AthleticsHighJump
1964,Tokyo,Athletics4x100metresRelay
1948,London,ArtCompetitionsMixedArchitectureUnknownEvent
1924,Paris,ArtCompetitionsMixedLiterature
1920,Antwerpen,CyclingRoadRaceIndividual
1920,Antwerpen,CyclingRoadRaceTeam
1932,Los Angeles,WrestlingFeatherweightFreestyle
1976,Montreal,Cycling100kilometresTeamTimeTrial
2000,Sydney,JudoHalfLightweight
1920,Antwerpen,TennisSingles
1920,Antwerpen,TennisDoubles
1980,Moskva,DivingSpringboard
1912,Stockholm,TennisSingles
2012,London,AthleticsPoleVault
2016,Rio de Janeiro,AthleticsPoleVault
1920,Antwerpen,SailingMixed10metres
1948,London,WrestlingBantamweightGrecoRoman
1968,Mexico City,Athletics1500metres
1936,Berlin,Athletics400metresHurdles
1968,Mexico City,Swimming100metresBreaststroke
1968,Mexico City,Swimming200metresBreaststroke
1972,Munich,Swimming200metresIndividualMedley
1980,Moskva,JudoHalfLightweight
1936,Berlin,WrestlingLightHeavyweightGrecoRoman
1960,Roma,EquestrianismThreeDayEventIndividual
1960,Roma,EquestrianismThreeDayEventTeam
1956,Melbourne,CyclingSprint
1956,Melbourne,Cycling1000metresTimeTrial
1960,Roma,CyclingSprint
1960,Roma,Cycling1000metresTimeTrial
1992,Barcelona,WrestlingMiddleweightGrecoRoman
1996,Atlanta,WrestlingMiddleweightGrecoRoman
2016,Rio de Janeiro,BoxingLightFlyweight
2004,Athina,FencingSabreIndividual
1932,Los Angeles,EquestrianismThreeDayEventIndividual
1932,Los Angeles,EquestrianismThreeDayEventTeam
1948,London,BoxingLightweight
1924,Paris,AthleticsPentathlon
1996,Atlanta,CyclingMountainbikeCrossCountry
1920,Antwerpen,ShootingTrap
1920,Antwerpen,ShootingTrapTeam
1960,Roma,AthleticsShotPut
1964,Tokyo,AthleticsDiscusThrow
2000,Sydney,BoxingHeavyweight
2004,Athina,BoxingLightHeavyweight
1992,Barcelona,RowingQuadrupleSculls
2012,London,BoxingSuperHeavyweight
1992,Barcelona,AthleticsPoleVault
2008,Beijing,ModernPentathlonIndividual
2012,London,ModernPentathlonIndividual
1984,Sarajevo,AlpineSkiingDownhill
1992,Barcelona,WrestlingFeatherweightGrecoRoman
2004,Athina,WrestlingWelterweightGrecoRoman
2000,Sydney,JudoMiddleweight
2004,Athina,JudoMiddleweight
1984,Los Angeles,Athletics4x100metresRelay
1932,Lake Placid,BobsleighTwo
1924,Paris,ModernPentathlonIndividual
1964,Tokyo,ShootingSmallBoreRifleThreePositions50metres
1980,Moskva,Swimming4x100metresFreestyleRelay
1984,Los Angeles,Swimming100metresFreestyle
1952,Helsinki,Athletics100metres
1956,Melbourne,Athletics100metres
1956,Melbourne,Athletics200metres
1956,Melbourne,Athletics4x100metresRelay
2008,Beijing,Athletics4x100metresRelay
1984,Sarajevo,AlpineSkiingDownhill
1988,Calgary,AlpineSkiingSuperG
2012,London,AthleticsShotPut
2000,Sydney,SailingTwoPersonDinghy
2004,Athina,SailingTwoPersonDinghy
1976,Montreal,DivingSpringboard
2004,Athina,CyclingRoadRaceIndividual
2008,Beijing,CyclingRoadRaceIndividual
2008,Beijing,CyclingIndividualTimeTrial
2016,Rio de Janeiro,CyclingIndividualTimeTrial
1936,Berlin,WrestlingLightweightFreestyle
1948,London,Swimming200metresBreaststroke
2008,Beijing,Swimming100metresBackstroke
1988,Seoul,SailingTwoPersonDinghy
1956,Melbourne,RowingCoxedPairs
1996,Atlanta,CyclingIndividualPursuit3000metres
1996,Atlanta,CyclingPointsRace
2000,Sydney,CyclingIndividualTimeTrial
2000,Sydney,CyclingIndividualPursuit3000metres
2000,Sydney,CyclingPointsRace
2004,Athina,CyclingIndividualTimeTrial
2012,London,CyclingTeamPursuit
1952,Helsinki,Athletics200metres
2014,Sochi,BobsleighTwo
2014,Sochi,BobsleighFour
1980,Moskva,JudoExtraLightweight
1912,Stockholm,TennisSingles
1912,Stockholm,TennisMixedDoubles
2000,Sydney,SailingMixedSkiff
1992,Barcelona,Swimming400metresFreestyle
1992,Barcelona,Swimming800metresFreestyle
1906,Athina,Cycling5000metres
1968,Mexico City,WeightliftingLightHeavyweight
1984,Sarajevo,SkiJumpingNormalHillIndividual
1906,Athina,TugOfWarTugOfWar
1906,Athina,WrestlingHeavyweightGrecoRoman
2008,Beijing,ArcheryTeam
1920,Antwerpen,TugOfWarTugOfWar
1992,Barcelona,WeightliftingBantamweight
1988,Seoul,Swimming200metresButterfly
1992,Barcelona,Swimming200metresFreestyle
1920,Antwerpen,WeightliftingLightweight
1992,Barcelona,AthleticsHeptathlon
1972,Munich,Athletics20kilometresWalk
2012,London,GymnasticsIndividualAllAround
2012,London,GymnasticsPommelledHorse
1984,Los Angeles,AthleticsJavelinThrow
1972,Sapporo,Biathlon20kilometres
1972,Sapporo,Biathlon4x75kilometresRelay
1992,Barcelona,FencingFoilTeam
1996,Atlanta,FencingFoilTeam
2004,Athina,SailingTwoPersonKeelboat
1968,Mexico City,Athletics110metresHurdles
1976,Montreal,BoxingMiddleweight
1988,Seoul,ShootingRapidFirePistol25metres
1964,Tokyo,JudoLightweight
1968,Mexico City,FencingFoilTeam
1920,Antwerpen,AthleticsMarathon
1968,Mexico City,Swimming200metresFreestyle
2004,Athina,CyclingPointsRace
2008,Beijing,CyclingPointsRace
1936,Berlin,BoxingFeatherweight
2010,Vancouver,CrossCountrySkiing30kilometres
2004,Athina,Athletics200metres
2004,Athina,Athletics4x100metresRelay
1988,Seoul,BoxingLightweight
2012,London,WeightliftingHeavyweight
2008,Beijing,BoxingFlyweight
2000,Sydney,CyclingKeirin
2000,Sydney,CyclingTeamSprint
1988,Seoul,WeightliftingLightHeavyweight
2000,Sydney,Swimming4x200metresFreestyleRelay
1976,Montreal,GymnasticsIndividualAllAround
1976,Montreal,GymnasticsTeamAllAround
1976,Montreal,GymnasticsFloorExercise
1976,Montreal,GymnasticsHorseVault
1976,Montreal,GymnasticsUnevenBars
1976,Montreal,GymnasticsBalanceBeam
2012,London,Swimming200metresFreestyle
1992,Barcelona,BoxingLightweight
2000,Sydney,WeightliftingLightweight
2016,Rio de Janeiro,ShootingSmallBoreRifleThreePositions50metres
2008,Beijing,BoxingMiddleweight
1948,London,BoxingLightHeavyweight
1996,Atlanta,WeightliftingLightHeavyweight
2016,Rio de Janeiro,WeightliftingHeavyweight
1972,Munich,WeightliftingMiddleHeavyweight
1908,London,SailingMixed6metres
1920,Antwerpen,EquestrianismDressageIndividual
1992,Barcelona,CyclingRoadRaceIndividual
1972,Sapporo,SpeedSkating3000metres
1964,Innsbruck,SpeedSkating5000metres
2012,London,ShootingSportingPistol25metres
2016,Rio de Janeiro,ShootingSportingPistol25metres
2012,London,BeachVolleyballBeachVolleyball
1906,Athina,Athletics5mile
1948,London,AthleticsShotPut
2008,Beijing,AthleticsJavelinThrow
1912,Stockholm,ShootingRunningTargetSingleShot
1912,Stockholm,ShootingRunningTargetSingleShotTeam
1912,Stockholm,ShootingRunningTargetDoubleShot
2012,London,TennisSingles
2012,London,TennisMixedDoubles
1920,Antwerpen,IceHockeyIceHockey
1996,Atlanta,BoxingLightMiddleweight
2012,London,AthleticsLongJump
1992,Barcelona,ArcheryIndividual
1992,Barcelona,ArcheryTeam
2014,Sochi,FigureSkatingSingles
1980,Moskva,BoxingLightFlyweight
2004,Athina,TennisSingles
1988,Seoul,JudoExtraLightweight
1980,Moskva,ShootingMixedTrap
1968,Mexico City,Athletics4x400metresRelay
1956,Cortina d'Ampezzo,SpeedSkating500metres
2010,Vancouver,BobsleighTwo
1968,Grenoble,LugeMixedsDoubles
1976,Innsbruck,SkiJumpingNormalHillIndividual
1976,Innsbruck,SkiJumpingLargeHillIndividual
1904,St. Louis,GymnasticsTeamAllAround
1952,Helsinki,CanoeingKayakSingles500metres
1996,Atlanta,WrestlingWelterweightGrecoRoman
1976,Montreal,Athletics3000metresSteeplechase
1948,Sankt Moritz,SkiJumpingNormalHillIndividual
1956,Cortina d'Ampezzo,FigureSkatingMixedPairs
1904,St. Louis,Athletics110metresHurdles
2016,Rio de Janeiro,Swimming200metresIndividualMedley
1984,Los Angeles,SailingMixedOnePersonDinghy
2008,Beijing,SailingMixedMultihull
2004,Athina,Swimming100metresBreaststroke
1928,Amsterdam,Athletics1500metres
1900,Paris,RowingSingleSculls
1956,Melbourne,Athletics3000metresSteeplechase
2004,Athina,BoxingLightweight
1908,London,Athletics800metres
1996,Atlanta,Swimming4x100metresFreestyleRelay
1964,Tokyo,CyclingIndividualPursuit4000metres
2016,Rio de Janeiro,RhythmicGymnasticsIndividual
2004,Athina,SailingWindsurfer
2016,Rio de Janeiro,GolfIndividual
1980,Moskva,WrestlingFlyweightFreestyle
