Year,Event,Gender
1968,GymnasticsHorseVault,M
1968,GymnasticsParallelBars,M
1968,GymnasticsHorizontalBar,M
1968,GymnasticsRings,M
1968,GymnasticsPommelledHorse,M
1976,Swimming200metresBreaststroke,M
1976,Swimming200metresButterfly,M
1976,Swimming400metresIndividualMedley,M
2008,BeachVolleyballBeachVolleyball,M
1980,BasketballBasketball,M
1976,Swimming400metresFreestyle,M
1976,Swimming4x200metresFreestyleRelay,M
1980,Swimming100metresFreestyle,M
1980,Swimming200metresFreestyle,M
2012,AthleticsMarathon,F
2016,AthleticsMarathon,F
2012,CyclingMountainbikeCrossCountry,F
2016,BasketballBasketball,M
1912,AthleticsJavelinThrow,M
1912,AthleticsJavelinThrowBothHands,M
2016,TriathlonOlympicDistance,F
2000,BasketballBasketball,F
1952,GymnasticsIndividualAllAround,F
1952,GymnasticsTeamAllAround,F
1952,GymnasticsTeamPortableApparatus,F
1952,GymnasticsFloorExercise,F
1952,GymnasticsHorseVault,F
1952,GymnasticsUnevenBars,F
1952,GymnasticsBalanceBeam,F
1980,WrestlingLightweightFreestyle,M
2004,CyclingMountainbikeCrossCountry,M
2008,CyclingMountainbikeCrossCountry,M
2012,CyclingMountainbikeCrossCountry,M
2016,CyclingMountainbikeCrossCountry,M
1988,Athletics3000metresSteeplechase,M
1988,Athletics400metresHurdles,F
2002,FigureSkatingSingles,M
1984,FencingepeeIndividual,M
1984,FencingepeeTeam,M
1996,Athletics10000metres,M
2012,JudoLightweight,M
1936,Athletics5000metres,M
2000,Swimming200metresIndividualMedley,M
2004,Swimming100metresBackstroke,M
1996,BoxingBantamweight,M
2004,Athletics400metres,M
2008,Athletics400metres,M
2004,Athletics800metres,F
2000,BoxingMiddleweight,M
1988,WeightliftingFeatherweight,M
2008,Athletics400metres,F
2008,Athletics4x400metresRelay,F
1968,AthleticsHighJump,M
1964,AthleticsHighJump,M
2004,WeightliftingLightHeavyweight,M
2016,TaekwondoFeatherweight,M
2004,Athletics100metres,F
1960,GymnasticsTeamAllAround,F
1964,GymnasticsIndividualAllAround,F
1964,GymnasticsTeamAllAround,F
1964,GymnasticsFloorExercise,F
1964,GymnasticsHorseVault,F
1964,GymnasticsUnevenBars,F
1964,GymnasticsBalanceBeam,F
2016,Athletics100metres,M
2012,TaekwondoFeatherweight,M
2016,Athletics100metres,F
1984,DivingSpringboard,M
1984,DivingPlatform,M
2004,AthleticsMarathon,M
2004,JudoExtraLightweight,M
1976,FencingepeeIndividual,M
1976,FencingepeeTeam,M
1980,FencingepeeIndividual,M
1980,FencingepeeTeam,M
1980,WrestlingFeatherweightFreestyle,M
2008,BoxingBantamweight,M
2012,BoxingBantamweight,M
2004,Swimming400metresFreestyle,M
1988,FencingepeeIndividual,M
2008,TriathlonOlympicDistance,F
2012,TriathlonOlympicDistance,F
1968,WrestlingWelterweightGrecoRoman,M
1948,Athletics400metres,M
1948,Athletics4x400metresRelay,M
1952,Athletics400metres,M
1952,Athletics400metresHurdles,M
1972,CanoeingCanadianDoubles1000metres,M
1972,AthleticsHammerThrow,M
1976,AthleticsHammerThrow,M
1996,RowingLightweightDoubleSculls,F
1948,RowingCoxedEights,M
1994,AlpineSkiingSlalom,F
1998,AlpineSkiingSlalom,F
1988,AlpineSkiingSlalom,M
1988,AlpineSkiingCombined,M
1992,AlpineSkiingCombined,M
1908,GymnasticsTeamAllAround,M
2012,Athletics4x400metresRelay,M
1992,RhythmicGymnasticsIndividual,F
1960,Athletics5000metres,M
1928,FencingSabreTeam,M
1988,Athletics100metres,F
1988,Athletics200metres,F
1968,FootballFootball,M
1992,BoxingWelterweight,M
1992,WeightliftingLightweight,M
1972,Cycling100kilometresTeamTimeTrial,M
1968,Athletics200metres,M
1972,Athletics400metres,M
2016,Swimming100metresBackstroke,M
2016,Swimming4x100metresMedleyRelay,M
1984,WrestlingFlyweightGrecoRoman,M
1984,WrestlingFeatherweightGrecoRoman,M
1972,FencingSabreTeam,M
1976,CyclingRoadRaceIndividual,M
2016,SynchronizedSwimmingDuet,F
1960,BasketballBasketball,M
2012,RhythmicGymnasticsGroup,F
2004,TableTennisSingles,M
2008,TableTennisSingles,M
2016,TableTennisSingles,M
2012,BasketballBasketball,M
1948,BobsleighFour,M
2000,TaekwondoFeatherweight,M
1964,FootballFootball,M
2016,Athletics4x100metresRelay,F
1984,Cycling100kilometresTeamTimeTrial,M
1984,AthleticsMarathon,M
1988,BoxingFeatherweight,M
1988,BoxingBantamweight,M
1996,BoxingFeatherweight,M
2000,AthleticsTripleJump,M
1900,FencingepeeIndividual,M
1924,ArtCompetitionsMixedPainting,X
1984,ShootingSmallBoreRifleProne50metres,M
2014,AlpineSkiingDownhill,M
2014,AlpineSkiingCombined,M
1964,CrossCountrySkiing5kilometres,F
1968,CrossCountrySkiing5kilometres,F
1968,CrossCountrySkiing3x5kilometresRelay,F
2012,Athletics1500metres,F
1996,Athletics1500metres,M
2000,Athletics1500metres,M
2012,BasketballBasketball,F
2016,BasketballBasketball,F
1984,AthleticsShotPut,M
1988,AthleticsShotPut,M
2012,WrestlingLightHeavyweightGrecoRoman,M
1980,JudoOpenClass,M
1956,FencingepeeIndividual,M
1956,FencingepeeTeam,M
2012,RowingCoxedEights,F
2016,RowingQuadrupleSculls,F
1988,Athletics400metres,F
1956,AthleticsJavelinThrow,M
1964,BoxingLightweight,M
1988,Athletics4x100metresRelay,F
1988,TennisDoubles,M
1924,FencingSabreIndividual,M
1920,GymnasticsTeamAllAroundSwedishSystem,M
1976,HockeyHockey,M
1920,WrestlingFeatherweightFreestyle,M
1996,AthleticsLongJump,M
1998,NordicCombinedTeam,M
1998,NordicCombinedIndividual,M
2002,NordicCombinedTeam,M
2002,NordicCombinedIndividual,M
2002,NordicCombinedSprint,M
2006,NordicCombinedTeam,M
2006,NordicCombinedIndividual,M
2006,NordicCombinedSprint,M
1968,AthleticsPentathlon,F
1932,ArtCompetitionsMixedPaintingUnknownEvent,X
1988,BobsleighTwo,M
1992,BobsleighTwo,M
1992,BobsleighFour,M
1994,BobsleighTwo,M
1994,BobsleighFour,M
1998,BobsleighTwo,M
2002,BobsleighFour,M
2000,Athletics4x100metresRelay,M
1992,DivingPlatform,M
1996,DivingPlatform,M
1972,Athletics400metres,F
1972,Athletics4x400metresRelay,F
1960,CyclingTeamPursuit4000metres,M
1964,Cycling100kilometresTeamTimeTrial,M
1968,EquestrianismMixedThreeDayEventIndividual,X
1968,EquestrianismMixedThreeDayEventTeam,X
1972,EquestrianismMixedThreeDayEventIndividual,X
1972,EquestrianismMixedThreeDayEventTeam,X
1936,AthleticsMarathon,M
2016,WeightliftingFeatherweight,M
1984,Athletics800metres,M
1968,Swimming100metresBackstroke,M
1968,Swimming200metresBackstroke,M
2008,WeightliftingMiddleweight,F
2012,WeightliftingMiddleweight,F
2016,Swimming200metresFreestyle,M
2016,Swimming400metresFreestyle,M
2016,Swimming1500metresFreestyle,M
2016,WrestlingLightHeavyweightFreestyle,F
1952,Athletics100metres,M
1952,Athletics4x100metresRelay,M
2008,BoxingHeavyweight,M
1936,Swimming100metresFreestyle,F
1936,Swimming4x100metresFreestyleRelay,F
1948,EquestrianismJumpingIndividual,M
1948,EquestrianismJumpingTeam,M
1952,EquestrianismThreeDayEventIndividual,M
1952,EquestrianismThreeDayEventTeam,M
1960,IceHockeyIceHockey,M
2006,AlpineSkiingGiantSlalom,F
2006,AlpineSkiingSlalom,F
2006,AlpineSkiingCombined,F
2010,AlpineSkiingSlalom,F
1996,AthleticsHighJump,F
2000,AthleticsHighJump,F
2004,AthleticsHighJump,F
2008,AthleticsHighJump,F
2012,AthleticsHighJump,F
2008,Swimming200metresFreestyle,M
2012,Swimming4x100metresFreestyleRelay,M
1996,JudoExtraLightweight,M
1980,BoxingLightweight,M
1932,SkiJumpingNormalHillIndividual,M
1936,SkiJumpingNormalHillIndividual,M
2004,CanoeingKayakFours500metres,F
2016,WaterPoloWaterPolo,M
1992,WrestlingFeatherweightFreestyle,M
2014,IceHockeyIceHockey,F
1984,Cycling1000metresTimeTrial,M
1984,CyclingTeamPursuit4000metres,M
2000,SailingOnePersonDinghy,M
2004,SailingOnePersonDinghy,M
1900,Swimming200metresFreestyle,M
2016,RowingCoxlessFours,M
2008,Swimming100metresFreestyle,M
1936,RowingCoxedEights,M
2012,Athletics100metres,M
1992,Swimming200metresFreestyle,M
1992,Swimming400metresFreestyle,M
1992,Swimming200metresIndividualMedley,M
1976,ModernPentathlonIndividual,M
1976,ModernPentathlonTeam,M
1908,FencingepeeIndividual,M
1908,FencingSabreIndividual,M
1912,FencingSabreTeam,M
1992,Athletics400metres,M
2016,TrampoliningIndividual,F
1992,Athletics100metres,M
1992,Athletics200metres,M
1992,Athletics4x100metresRelay,M
2002,BobsleighTwo,M
1972,AthleticsShotPut,F
1976,AthleticsShotPut,F
2006,CurlingCurling,M
1912,GymnasticsTeamAllAround,M
1912,ArtCompetitionsMixedLiterature,X
1948,CyclingTeamPursuit4000metres,M
1912,WaterPoloWaterPolo,M
1984,ShootingFreePistol50metres,M
1988,ShootingAirPistol10metres,M
1988,ShootingFreePistol50metres,M
1992,ShootingAirPistol10metres,M
1992,ShootingFreePistol50metres,M
2004,DivingPlatform,M
1996,AthleticsMarathon,M
1988,WrestlingLightHeavyweightGrecoRoman,M
1988,WrestlingLightHeavyweightFreestyle,M
1924,AthleticsPoleVault,M
1988,SailingMixedThreePersonKeelboat,X
1972,JudoMiddleweight,M
1976,JudoMiddleweight,M
1948,AthleticsLongJump,M
1948,AthleticsDecathlon,M
1988,ShootingMixedSkeet,X
1980,Swimming4x200metresFreestyleRelay,M
1960,DivingSpringboard,F
1960,DivingPlatform,F
1992,Biathlon75kilometresSprint,F
1992,Biathlon15kilometres,F
1992,Biathlon3x75kilometresRelay,F
1994,Biathlon15kilometres,F
1994,Biathlon4x75kilometresRelay,F
1998,Biathlon75kilometresSprint,F
1998,Biathlon15kilometres,F
1998,Biathlon4x75kilometresRelay,F
1996,Swimming100metresBackstroke,M
1996,Swimming200metresBackstroke,M
1988,IceHockeyIceHockey,M
1992,IceHockeyIceHockey,M
2008,JudoHalfLightweight,M
1992,HandballHandball,F
1952,Athletics4x400metresRelay,M
1972,FencingepeeIndividual,M
2012,Swimming50metresFreestyle,F
1964,GymnasticsIndividualAllAround,M
1964,GymnasticsTeamAllAround,M
1964,GymnasticsFloorExercise,M
1964,GymnasticsHorseVault,M
1964,GymnasticsParallelBars,M
1964,GymnasticsHorizontalBar,M
1964,GymnasticsRings,M
1964,GymnasticsPommelledHorse,M
1968,GymnasticsTeamAllAround,M
1972,FencingFoilTeam,F
1976,Swimming200metresButterfly,F
1976,Swimming400metresIndividualMedley,F
2012,Athletics4x100metresRelay,M
2016,Athletics200metres,M
2016,Athletics4x100metresRelay,M
1992,DivingPlatform,F
1904,GolfIndividual,M
1912,AthleticsStandingHighJump,M
1912,AthleticsStandingLongJump,M
1952,AthleticsDecathlon,M
1976,Athletics20kilometresWalk,M
1948,FigureSkatingSingles,F
2012,Swimming200metresButterfly,F
2016,Swimming200metresButterfly,F
1904,Swimming220yardFreestyle,M
1904,Swimming880yardFreestyle,M
1904,SwimmingOneMileFreestyle,M
1904,Swimming4x50YardFreestyleRelay,M
1904,SwimmingPlungeForDistance,M
1908,BoxingFeatherweight,M
1980,Athletics100metres,M
1920,BoxingFeatherweight,M
2000,FencingepeeIndividual,M
2000,FencingepeeTeam,M
1912,ShootingFreeRifleThreePositions300metres,M
1912,ShootingMilitaryRifleThreePositions300metres,M
1912,ShootingMilitaryRifleAnyPosition600metres,M
1912,ShootingMilitaryRifle200400500and600metresTeam,M
1920,ShootingMilitaryRifleProne300metres,M
1984,JudoHalfHeavyweight,M
1996,ArcheryIndividual,F
1996,ArcheryTeam,F
1972,WeightliftingMiddleweight,M
2004,Athletics20kilometresWalk,M
2008,Athletics20kilometresWalk,M
2008,Athletics50kilometresWalk,M
2012,Athletics50kilometresWalk,M
1936,DivingSpringboard,F
1936,DivingPlatform,F
2012,AthleticsTripleJump,M
2016,RowingDoubleSculls,F
1976,ArcheryIndividual,F
1936,SailingMixed6metres,X
1980,JudoLightweight,M
1984,JudoHalfMiddleweight,M
1988,JudoHalfMiddleweight,M
1988,BoxingLightHeavyweight,M
2012,BoxingFlyweight,F
2016,BoxingFlyweight,F
1992,Athletics100metresHurdles,F
2016,ShootingSkeet,M
1996,ShootingAirPistol10metres,M
1996,ShootingFreePistol50metres,M
1908,AthleticsStandingHighJump,M
1908,AthleticsStandingLongJump,M
1908,AthleticsTripleJump,M
1908,AthleticsDiscusThrow,M
1908,AthleticsDiscusThrowGreekStyle,M
1928,Athletics100metres,M
1928,Athletics200metres,M
1928,Athletics4x100metresRelay,M
1960,RowingCoxlessFours,M
2014,CurlingCurling,F
1968,Athletics800metres,M
1908,WrestlingFeatherweightFreestyle,M
1992,BaseballBaseball,M
1928,AthleticsHighJump,F
2004,AthleticsShotPut,F
2008,AthleticsShotPut,F
2012,AthleticsShotPut,F
2008,RowingCoxlessFours,M
2012,RowingCoxedEights,M
1980,CyclingRoadRaceIndividual,M
1980,Cycling100kilometresTeamTimeTrial,M
1996,SailingMixedOnePersonDinghy,X
1960,CyclingRoadRaceIndividual,M
1960,Cycling100kilometresTeamTimeTrial,M
1952,RowingCoxedEights,M
2000,BoxingLightHeavyweight,M
1980,AthleticsJavelinThrow,M
1988,Athletics5000metres,M
1996,Athletics5000metres,M
2016,WrestlingHeavyweightFreestyle,F
1948,Athletics800metres,M
1948,Athletics1500metres,M
1936,FencingSabreTeam,M
2012,BadmintonMixedDoubles,X
2016,BadmintonMixedDoubles,X
2004,Swimming200metresBackstroke,F
1968,AthleticsMarathon,M
1980,JudoHalfMiddleweight,M
1928,FencingepeeIndividual,M
1928,FencingepeeTeam,M
2000,Swimming100metresBackstroke,M
1928,FencingFoilIndividual,F
1932,FencingFoilIndividual,F
1936,FencingFoilIndividual,F
1948,FencingFoilIndividual,F
2008,EquestrianismMixedThreeDayEventIndividual,X
2008,EquestrianismMixedThreeDayEventTeam,X
1992,SailingMixedTwoPersonKeelboat,X
1960,Athletics10000metres,M
1992,CanoeingKayakSinglesSlalom,M
1960,BoxingMiddleweight,M
1920,ShootingMilitaryRifle300metresand600metresProneTeam,M
1964,Athletics4x100metresRelay,M
1960,Athletics4x400metresRelay,M
1964,Athletics400metres,M
1964,Athletics4x400metresRelay,M
2012,AthleticsDecathlon,M
1984,Athletics400metres,F
1996,Athletics400metres,F
1996,TableTennisDoubles,M
1932,CyclingTeamPursuit4000metres,M
1988,SpeedSkating500metres,M
1988,SpeedSkating1000metres,M
1988,SpeedSkating1500metres,M
1992,SpeedSkating1500metres,M
1994,SpeedSkating500metres,M
1994,SpeedSkating1000metres,M
1994,SpeedSkating1500metres,M
1998,SpeedSkating1500metres,M
1994,SpeedSkating1500metres,F
1948,AthleticsHighJump,M
1984,Athletics4x100metresRelay,M
1996,Athletics110metresHurdles,M
1988,BoxingWelterweight,M
1988,WrestlingLightFlyweightFreestyle,M
1992,WrestlingLightFlyweightFreestyle,M
2016,WrestlingFeatherweightFreestyle,F
1996,Swimming200metresFreestyle,F
1996,Swimming400metresFreestyle,F
1996,Swimming200metresIndividualMedley,F
1996,Swimming400metresIndividualMedley,F
2000,Swimming200metresIndividualMedley,F
2000,Swimming400metresIndividualMedley,F
1964,CrossCountrySkiing10kilometres,F
1956,BoxingBantamweight,M
1980,JudoHeavyweight,M
1932,Athletics400metresHurdles,M
1992,SailingWindsurfer,M
2014,FreestyleSkiingSlopestyle,M
1924,ShootingRunningTargetSingleShot,M
1924,ShootingRunningTargetDoubleShot,M
1928,HockeyHockey,M
1936,HockeyHockey,M
2016,RugbySevensRugbySevens,M
1984,RowingCoxlessPairs,M
1988,Athletics1500metres,M
1972,AthleticsMarathon,M
1988,Athletics100metres,M
1988,Athletics200metres,M
1996,Athletics100metres,M
2016,WrestlingLightweightFreestyle,F
1968,Athletics5000metres,M
1972,Athletics5000metres,M
1972,Athletics3000metresSteeplechase,M
2012,Athletics200metres,F
1924,FencingSabreTeam,M
1996,Athletics10000metres,F
2008,AthleticsMarathon,F
1952,DivingSpringboard,M
1952,FootballFootball,M
1980,BoxingLightMiddleweight,M
1988,TableTennisDoubles,M
1976,AlpineSkiingGiantSlalom,M
1976,AlpineSkiingSlalom,M
1980,AlpineSkiingGiantSlalom,M
2008,WeightliftingLightweight,M
1972,HockeyHockey,M
2012,Athletics100metresHurdles,F
2008,WrestlingWelterweightGrecoRoman,M
2016,ModernPentathlonIndividual,F
1980,Athletics200metres,M
1980,Athletics4x100metresRelay,M
1936,BoxingLightHeavyweight,M
1960,Athletics100metres,F
1992,WeightliftingFlyweight,M
1996,WeightliftingFlyweight,M
1992,CanoeingCanadianDoublesSlalom,M
1996,CanoeingCanadianDoublesSlalom,M
2000,CanoeingCanadianDoublesSlalom,M
2016,JudoHalfLightweight,F
1932,Swimming200metresBreaststroke,M
1936,Swimming200metresBreaststroke,M
1964,Athletics1500metres,M
2012,BoxingLightHeavyweight,M
2000,Swimming200metresBackstroke,F
2016,AthleticsHighJump,M
1952,BoxingLightWelterweight,M
1996,Athletics400metresHurdles,M
1988,SailingMixedTwoPersonHeavyweightDinghy,X
1992,SailingMixedTwoPersonHeavyweightDinghy,X
1984,SailingMixedThreePersonKeelboat,X
1992,SailingMixedThreePersonKeelboat,X
1912,Swimming100metresFreestyle,F
1912,Swimming4x100metresFreestyleRelay,F
1924,DivingPlainHigh,F
1964,SailingMixedTwoPersonKeelboat,X
1964,ModernPentathlonIndividual,M
1964,ModernPentathlonTeam,M
1936,EquestrianismDressageIndividual,M
1936,EquestrianismDressageTeam,M
1912,EquestrianismJumpingIndividual,M
1912,EquestrianismThreeDayEventIndividual,M
1912,EquestrianismThreeDayEventTeam,M
1908,TennisSinglesCoveredCourts,F
2012,GymnasticsIndividualAllAround,F
2012,GymnasticsFloorExercise,F
2012,GymnasticsUnevenBars,F
2012,GymnasticsBalanceBeam,F
1908,DivingPlatform,M
1912,DivingPlatform,M
1912,DivingPlainHigh,M
1920,DivingPlatform,M
1920,DivingPlainHigh,M
1924,DivingPlatform,M
1924,DivingPlainHigh,M
1912,DivingPlainHigh,F
1920,DivingPlainHigh,F
1976,ShootingMixedSmallBoreRifleThreePositions50metres,X
1976,ShootingMixedSmallBoreRifleProne50metres,X
2008,Swimming400metresFreestyle,F
2008,Swimming800metresFreestyle,F
2012,Swimming400metresFreestyle,F
2012,Swimming800metresFreestyle,F
1988,SailingTwoPersonDinghy,F
1996,SailingTwoPersonDinghy,F
1980,Swimming200metresBackstroke,F
1924,FencingFoilIndividual,F
1996,BoxingLightHeavyweight,M
1964,WeightliftingLightHeavyweight,M
1960,Athletics400metres,M
1960,Athletics4x100metresRelay,M
1984,CanoeingKayakSingles1000metres,M
2000,Athletics100metres,M
1924,NordicCombinedIndividual,M
1964,AlpineSkiingDownhill,F
1964,AlpineSkiingGiantSlalom,F
1948,BoxingFlyweight,M
1928,AthleticsHighJump,M
1984,Biathlon10kilometresSprint,M
1984,Biathlon20kilometres,M
1984,Biathlon4x75kilometresRelay,M
1976,Biathlon20kilometres,M
1976,Biathlon4x75kilometresRelay,M
2004,WrestlingFeatherweightGrecoRoman,M
2000,Athletics4x400metresRelay,M
1980,GymnasticsIndividualAllAround,F
1980,GymnasticsFloorExercise,F
1980,GymnasticsHorseVault,F
1980,GymnasticsUnevenBars,F
1980,GymnasticsBalanceBeam,F
1984,GymnasticsIndividualAllAround,F
1984,GymnasticsFloorExercise,F
1984,GymnasticsHorseVault,F
1984,GymnasticsUnevenBars,F
1984,GymnasticsBalanceBeam,F
2016,RowingQuadrupleSculls,M
1900,ShootingTrap,M
1936,CyclingRoadRaceIndividual,M
1936,CyclingRoadRaceTeam,M
1984,Swimming100metresFreestyle,M
1996,BoxingFlyweight,M
1964,BasketballBasketball,M
1968,BasketballBasketball,M
1980,BoxingFeatherweight,M
1972,AthleticsLongJump,M
1920,ShootingFreePistol50metresTeam,M
1920,ShootingFreeRifleThreePositions300metresTeam,M
1920,ShootingMilitaryRifleProne300metresTeam,M
1920,ShootingMilitaryRifleProne600metresTeam,M
1920,ShootingMilitaryRifleStanding300metresTeam,M
1924,ShootingFreeRifleProne600metres,M
1924,ShootingFreeRifle400600and800metresTeam,M
1928,WeightliftingLightweight,M
2008,Swimming4x100metresFreestyleRelay,M
2012,Swimming100metresFreestyle,M
2012,Swimming4x100metresMedleyRelay,M
1984,ShootingSportingPistol25metres,F
1988,ShootingAirPistol10metres,F
1988,ShootingSportingPistol25metres,F
1992,BasketballBasketball,F
1996,BasketballBasketball,F
1972,ShootingMixedSmallBoreRifleProne50metres,X
2004,BaseballBaseball,M
2004,BasketballBasketball,F
1996,AthleticsShotPut,F
2004,AthleticsDiscusThrow,F
2008,AthleticsDiscusThrow,F
1996,CanoeingKayakFours1000metres,M
1968,AlpineSkiingSlalom,M
1988,JudoHalfLightweight,M
1952,RowingSingleSculls,M
2000,Athletics100metres,F
2000,Athletics4x100metresRelay,F
1980,WrestlingMiddleweightGrecoRoman,M
2004,Swimming4x200metresFreestyleRelay,M
2004,Swimming200metresButterfly,M
2008,Swimming200metresButterfly,M
1980,WeightliftingFlyweight,M
2002,IceHockeyIceHockey,F
2016,BoxingLightHeavyweight,M
1996,WrestlingLightweightGrecoRoman,M
1984,HandballHandball,M
2008,JudoHalfMiddleweight,F
1948,CyclingTandemSprint2000metres,M
1936,Athletics50kilometresWalk,M
2006,IceHockeyIceHockey,M
2006,BobsleighFour,M
1912,ModernPentathlonIndividual,M
1972,JudoHalfHeavyweight,M
1912,Athletics100metres,M
1912,Athletics200metres,M
1928,Athletics100metres,F
1928,Athletics4x100metresRelay,F
2012,Swimming50metresFreestyle,M
1928,CyclingRoadRaceIndividual,M
1928,CyclingRoadRaceTeam,M
1928,Cycling1000metresTimeTrial,M
2014,FreestyleSkiingHalfpipe,F
2008,CyclingRoadRaceIndividual,M
2012,AthleticsHeptathlon,F
1992,CyclingPointsRace,M
1992,SynchronizedSwimmingSolo,F
1992,SynchronizedSwimmingDuet,F
1996,SynchronizedSwimmingTeam,F
1972,EquestrianismMixedDressageIndividual,X
1972,EquestrianismMixedDressageTeam,X
1924,TennisSingles,M
1924,TennisDoubles,M
1924,WeightliftingMiddleweight,M
1936,WeightliftingMiddleweight,M
1912,EquestrianismDressageIndividual,M
2008,BasketballBasketball,M
1996,AthleticsDecathlon,M
2012,GymnasticsTeamAllAround,F
1996,Athletics800metres,F
1984,CyclingRoadRaceIndividual,M
2012,SailingOnePersonDinghy,M
2016,SailingOnePersonDinghy,M
1924,SkiJumpingNormalHillIndividual,M
1924,CrossCountrySkiing18kilometres,M
1980,HandballHandball,M
1988,WrestlingMiddleweightFreestyle,M
1948,BoxingWelterweight,M
2000,TaekwondoFeatherweight,F
2010,IceHockeyIceHockey,M
2000,TaekwondoWelterweight,M
2016,Swimming100metresBackstroke,F
2000,Athletics400metres,F
2000,Athletics4x400metresRelay,F
2016,SailingTwoPersonDinghy,M
2016,EquestrianismMixedDressageIndividual,X
1976,RowingCoxedQuadrupleSculls,F
1972,Athletics100metres,F
1972,Athletics200metres,F
2000,WaterPoloWaterPolo,M
2008,WaterPoloWaterPolo,M
2012,WaterPoloWaterPolo,M
1992,CyclingIndividualPursuit4000metres,M
1992,CyclingTeamPursuit4000metres,M
1964,WrestlingWelterweightFreestyle,M
1996,JudoHalfLightweight,M
